roll|name|faction_id|faction_name|legend|type|description|id|,,,,,,,,,,,,
3|SANCTUARY|GK|Grey Knights|Chanting words of warding," the psyker creates a zone of light around him that can both protect him from harm and repel daemonic creatures.|Dominus Discipline|<b>Blessing:</b> <i>Sanctuary</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""kwb"">GREY</span> <span class=""kwb"">KNIGHTS</span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," models in that unit have a 4+ <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>.|000003988004|",,,,,,,,,
4|VORTEX OF DOOM|GK|Grey Knights|The psyker tears a rift between realspace and the warp," condemning his foes to total oblivion.|Dominus Discipline|<b>Witchfire:</b> <i>Vortex of Doom</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select the closest enemy unit within 12"" of and visible to this <span class=""kwb"">PSYKER</span>: each other enemy unit within 3"" of the selected unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>"," and then the selected unit suffers 2D3 mortal wounds. If the model manifesting this power has been selected this phase for the <a href=""/wh40k9ed/factions/grey-knights/#Warlord-Traits"">Psychic Epitome</a> Warlord Trait", only the unit you selected suffers the additional mortal wound from that trait," not those other enemy units within 3"" of it.|000003988005|",,,,,,,
5|WARP SHAPING|GK|Grey Knights|The psyker draws deep from the very fabric of the warp," moulding it to serve his will and the needs of his battle-brothers.|Dominus Discipline|<b>Blessing:</b> <i>Warp Shaping</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 4. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one <a href=""/wh40k9ed/factions/grey-knights/#Masters-of-the-Warp"">Tide of the Warp</a> that has not been dominant for your army during this battle. Your army’s currently dominant Tide of the Warp is changed to the selected Tide of the Warp.|000003988006|",,,,,,,,,,
6|GHOSTLY BONDS|GK|Grey Knights|Subtly manipulating the invisible barrier separating the immaterium from the material realm, the psyker causes imperfect wrinkles and bulges within its fabric to gather around his opponents," pushing back against their advance and dragging at their momentum like a spiritual halter.|Dominus Discipline|<b>Malediction:</b> <i>Ghostly Bonds</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 5. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", halve that unit’s Move characteristic.|000003988007|,,,,,,,,
1|WARP MARKED|CSM|Chaos Space Marines|The psyker marks his foes with a cursed rune that attracts the denizens of warp," who rush to devour the victims souls.|Malefic Discipline|<b>Malediction:</b> <i>Warp Marked</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," each time a friendly <span class=""tooltip01273"" data-tooltip-content=""#tooltip_content01273"" data-tooltip-anchor=""#tooltip_content01273""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">DAEMONKIN</span></span> or <span class=""tooltip02023"" data-tooltip-content=""#tooltip_content02023"" data-tooltip-anchor=""#tooltip_content02023""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">DAEMON</span> <span class=""kwb"">ENGINE</span></span> model makes an attack against that unit"," add 1 to that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.|000003236002|",,,,,,,,
2|PACT OF FLESH|CSM|Chaos Space Marines|The psyker uses a measure of soul energy to remould the flesh of his allies," or else to animate their corpses with an unholy daemon inhabitant.|Malefic Discipline|<b>Blessing:</b> <i>Pact of Flesh</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 5. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip00796"" data-tooltip-content=""#tooltip_content00796"" data-tooltip-anchor=""#tooltip_content00796""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">CORE</span></span>"," <span class=""tooltip01273"" data-tooltip-content=""#tooltip_content01273"" data-tooltip-anchor=""#tooltip_content01273""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">DAEMONKIN</span></span> or <span class=""tooltip02007"" data-tooltip-content=""#tooltip_content02007"" data-tooltip-anchor=""#tooltip_content02007""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">CHARACTER</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>.<br><ul><li>One model in that unit regains up to D3 lost wounds.</li><li>If you selected a <span class=""kwb"">CORE</span> or <span class=""kwb"">DAEMONKIN</span> unit and that unit is not at its <a href=""/wh40k9ed/the-rules/core-rules/#Starting-Strength-Half-strength-and-Destroyed-Units"">Starting Strength</a>", one destroyed model is added back to that unit with its full wounds remaining.</li></ul>|000003236003|,,,,,,,,
3|CURSED EARTH|CSM|Chaos Space Marines|The psyker becomes a conduit for the energies of the warp," tainting the ground and sustaining the Daemonkin that walk upon it.|Malefic Discipline|<b>Blessing (Aura):</b> <i>Cursed Earth</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," while a friendly <span class=""tooltip01273"" data-tooltip-content=""#tooltip_content01273"" data-tooltip-anchor=""#tooltip_content01273""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">DAEMONKIN</span></span> or <span class=""tooltip02023"" data-tooltip-content=""#tooltip_content02023"" data-tooltip-anchor=""#tooltip_content02023""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">DAEMON</span> <span class=""kwb"">ENGINE</span></span> unit is within 6"" of this <span class=""kwb"">PSYKER</span>:<br><ul><li><span class=""kwb"">DAEMONKIN</span> and <span class=""kwb"">DAEMON</span> <span class=""kwb"">ENGINE</span> models in that unit have a 4+ <a href=""/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves"">invulnerable save</a>.</li><li>Each time an enemy unit finishes a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge move</a> within <a href=""/wh40k9ed/the-rules/core-rules/#Engagement-Range"">Engagement Range</a> of that unit", roll one D6: on a 2-4," that enemy unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>; on a 5+", that enemy unit suffers D3 mortal wounds.</li></ul>|000003236004|,,,,,,
4|POSSESSION|CSM|Chaos Space Marines|The psyker blasts away their enemy's soul so that the spiritless shell can be possessed, even if only temporarily. In a frenzied orgy," the inhabiting daemon rips and tears before its host crumbles.|Malefic Discipline|<b>Witchfire:</b> <i>Possession</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 9"" of and visible to this <span class=""kwb"">PSYKER</span>. Roll one D6"," adding 1 to the result if the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was an unmodified 10+: if the result is greater than that unit’s Toughness characteristic", one model in that unit (selected by your opponent) is destroyed. Then, if that unit has not been destroyed," that unit suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>.|000003236005|",,,,,
5|INFERNAL POWER|CSM|Chaos Space Marines|Diabolic energy flows from the psyker," imbuing the entities that reside within his followers' bodies with even greater ferocity.|Malefic Discipline|<b>Blessing:</b> <i>Infernal Power</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip01273"" data-tooltip-content=""#tooltip_content01273"" data-tooltip-anchor=""#tooltip_content01273""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">DAEMONKIN</span></span> or <span class=""tooltip02023"" data-tooltip-content=""#tooltip_content02023"" data-tooltip-anchor=""#tooltip_content02023""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span> <span class=""kwb"">DAEMON</span> <span class=""kwb"">ENGINE</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," each time a melee attack is made by a <span class=""kwb"">DAEMONKIN</span> or <span class=""kwb"">DAEMON</span> <span class=""kwb"">ENGINE</span> model in that unit"," an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> of 6 automatically wounds the target (in such cases"," for the purposes of rules that are triggered by a particular <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>", that attack is considered to have been made with an unmodified wound roll of 6).|000003236006|,,,,,,
6|MUTATED INVIGORATION|CSM|Chaos Space Marines|A wave of insanity and mutation flows from the psykers fingers," enveloping their allies with bountiful diabolic gifts.|Malefic Discipline|<b>Blessing:</b> <i>Mutated Invigoration</i> has a <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">warp charge</a> value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""tooltip01268"" data-tooltip-content=""#tooltip_content01268"" data-tooltip-anchor=""#tooltip_content01268""><span class=""kwb2"">&lt;<span class=""kwb3"">L</span>EGION&gt;</span></span> unit within 18"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," add 1 to either the Strength or Toughness characteristic of models in that unit (if the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was 10+ and you selected a <span class=""tooltip00669"" data-tooltip-content=""#tooltip_content00669"" data-tooltip-anchor=""#tooltip_content00669""><span class=""kwb"">DAEMONKIN</span></span> or <span class=""tooltip01528"" data-tooltip-content=""#tooltip_content01528"" data-tooltip-anchor=""#tooltip_content01528""><span class=""kwb"">DAEMON</span> <span class=""kwb"">ENGINE</span></span> unit", add 1 to both of these characteristics instead).|000003236007|,,,,,,,,
1|MIND WORM|SM|Space Marines|The Librarian burrows his consciousness into the screaming victim’s brain," ripping free their secrets in a spray of gore.|Interromancy Discipline|<b>Malediction:</b> <i>Mind Worm</i> has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 18"" of this <span class=""kwb"">PSYKER</span>.<br><ul><li>That unit suffers 1 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wound</a>.</li><li>Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>"," in the <a href=""/wh40k9ed/the-rules/core-rules/#FIGHT-PHASE"">Fight phase</a>", that unit is not eligible to fight until all other eligible units from your army have done so.</li></ul>|000005272002|,,,,,,,,
2|AVERSION|SM|Space Marines|The Librarian sends waves of cold fear washing outwards. The foe find themselves unable to focus upon the psyker," their subconscious screaming at them to look away for fear of what they will see.|Interromancy Discipline|<b>Malediction:</b> <i>Aversion</i> has a warp charge value of 6. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 24"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>:<br><ul><li>While that unit is within 6"" of this <span class=""kwb"">PSYKER</span>", subtract 1 from the Attacks characteristic of models in that unit.</li><li>Each time a model in that unit makes an attack," subtract 1 from that attacks <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li></ul>|000005272003|",,,,,,,,
3|RIGHTEOUS REPUGNANCE|SM|Space Marines|Reaching into the minds of his brothers, the Librarian stokes the fires of their hate, and the Dark Angels respond with a surge of cold," furious violence.|Interromancy Discipline|<b>Blessing:</b> <i>Righteous Repugnance</i> has a warp charge value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one friendly <span class=""kwb"">DARK</span> <span class=""kwb"">ANGELS</span> unit within 12"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">Psychic phase</a>", each time a model in that unit makes a melee attack," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> and you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>.|000005272004|",,,,,,
4|TREPHINATION|SM|Space Marines|The Librarian gathers his thoughts into a white-hot spike to plunge straight into his victim’s mind," leaving the foe’s brain matter dribbling from their ears.|Interromancy Discipline|<b>Witchfire:</b> <i>Trephination</i> has a warp charge value of 5. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," the closest enemy unit within 18"" of and visible to this <span class=""kwb"">PSYKER</span> suffers D3 <a href=""/wh40k9ed/the-rules/core-rules/#Mortal-Wounds"">mortal wounds</a>. If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was greater than the Leadership characteristic of the enemy unit", that enemy unit suffers 3 mortal wounds instead.|000005272005|,,,,,,,,,
5|ENGULFING FEAR|SM|Space Marines|The Librarian inveigles his way into the minds of his foes. Subtly," he twists and heightens their fears.|Interromancy Discipline|<b>Malediction:</b> <i>Engulfing Fear</i> has a warp charge value of 7. If <a href=""/wh40k9ed/the-rules/core-rules/#Manifesting-Psychic-Powers"">manifested</a>"," select one enemy unit within 24"" of this <span class=""kwb"">PSYKER</span>. Until the start of your next <a href=""/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE"">psychic phase</a>:<br><ul><li>Subtract 1 from Leadership characteristic of models in that unit.</li><li>That unit cannot use the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability or any similar abilities that allow them to control an <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a> regardless of the number of enemy models within range of an objective marker.</li><li>If the result of the <a href=""/wh40k9ed/the-rules/core-rules/#Psychic-Tests"">Psychic test</a> was equal to or greater than that units Leadership characteristic"," that unit cannot perform <a href=""/wh40k9ed/the-rules/core-rules/#Actions"">actions</a> (if that unit is currently performing an action", it immediately fails).</li></ul>|000005272006|,,,,,,,,
