faction_id|faction_name|type|roll|name|legend|description|,,,,,,,,,,,,,
QI|Imperial Knights|Warlord Traits||KNIGHT OF MARS|The data-manifolds of House Taranis’ lords are thrice-blessed by the priests of the Red Planet.|<ul><li>Once per battle," after rolling a D6 or a D3 when making an <a href=""/wh40k9ed/the-rules/core-rules/#Advance"">Advance roll</a>"," <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>"," <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a>", damage roll," <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge roll</a> or <a href=""/wh40k9ed/the-rules/core-rules/#4.-Saving-Throw"">saving throw</a> for this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a>"," after any <a href=""/wh40k9ed/the-rules/core-rules/#Re-rolls"">re-rolls</a> (if any) have been made", you can change the result of one of those dice to be a 6 (or, in the case of a D3," a 3).<br><i><b>Example:</b> After rolling 2D6 to see what the <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge distance</a> is when making a charge roll", you can turn one of the dice into a 6. If you rolled a 4 and a 1," you could change the 1 into a 6 to change its charge distance into 10"".</i></li><li>While your army is <span class=""tooltip00589"" data-tooltip-content=""#tooltip_content00589""><span class=""tt kwbu"">Virtuous</span></span>"," this <span class=""kwb"">WARLORD</span> can use the above rule once per turn", instead of once per battle.</li></ul>|
QI|Imperial Knights|Warlord Traits||FIRST KNIGHT|As exemplars of the first rediscovered Noble house," the leaders of Krast constantly strive to uphold a long and glorious history.|<ul><li>Improve this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a>’s Weapon Skill characteristic by 1 (to a maximum of 2+).</li><li>At the end of each of your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phases</a>"," if your army is <span class=""tooltip00589"" data-tooltip-content=""#tooltip_content00589""><span class=""tt kwbu"">Honoured</span></span>"," you can select one <span class=""tooltip00589"" data-tooltip-content=""#tooltip_content00589""><span class=""tt kwbu"">Virtuous</span></span> Chivalric ability from one of your selected Oaths. Until the end of your next Command phase"," that Virtuous ability is active for this <span class=""kwb"">WARLORD</span>. This may mean that different Chivalric abilities are active for this <span class=""kwb"">WARLORD</span> than are active for other <span class=""tooltip00588"" data-tooltip-content=""#tooltip_content00588"" data-tooltip-anchor=""#tooltip_content00588""><span class=""kwb"">IMPERIAL</span> <span class=""kwb"">KNIGHTS</span></span> models in your army.</li></ul>|",,,,,,,,,
"QI|Imperial Knights|Warlord Traits||ADAMANTINE KNIGHT|The most accomplished of House Vulker s Knights are fitted with a sub-layer of adamantine weave.|Each time an attack is made against this <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a>"," an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll"">wound roll</a> of 1-3 for that attack fails", irrespective of any abilities that the weapon or the model making the attack may have.|,,,,,,,,,,,
QI|Imperial Knights|Warlord Traits||ECHOES FROM THE PAST|Though this Noble is in exile," they still cling to the vestiges of honour from their former household.|This <a href=""/wh40k9ed/the-rules/core-rules/#The-Warlord""><span class=""kwb"">WARLORD</span></a> gains and the <a href=""/wh40k9ed/factions/imperial-knights/#Glorified-History"">Glorified History</a> Martial Tradition (if it has the <a href=""/wh40k9ed/factions/imperial-knights/#The-QUESTOR-ALLEGIANCE-Keyword""><span class=""kwb"">QUESTOR</span> <span class=""kwb"">IMPERIALIS</span></a> keyword) or the <a href=""/wh40k9ed/factions/imperial-knights/#Fealty-to-the-Cog"">Fealty to the Cog</a> Martial Tradition (if it has the <a href=""/wh40k9ed/factions/imperial-knights/#The-QUESTOR-ALLEGIANCE-Keyword""><span class=""kwb"">QUESTOR</span> <span class=""kwb"">MECHANICUS</span></a> keyword) even though they are a <a href=""/wh40k9ed/factions/imperial-knights/#The-NOBLE-HOUSEHOLD-Keyword""><span class=""kwb"">FREEBLADE</span></a>. This <span class=""kwb"">WARLORD</span> will only gain the Martial Tradition of the selected house", however - it will not gain access to the selected Noble Household Relic," Noble Household Warlord Trait or Noble Household Stratagem. Write down your selected tradition on your <a href=""/wh40k9ed/the-rules/core-rules/#Battle-forged-Army-Roster"">army roster</a> or <a href=""/wh40k9ed/the-rules/narrative-play/#Crusade-Cards"">Crusade card</a> when this Warlord Trait is selected.|",,,,,,,,,,
SM|Space Marines|Codex Supplement: Castellans of the Rift|1|Hit-and-Run Master|Even when pulling back," this warlord ensures that the enemy pay in blood for every inch of ground they take.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""kwb"">CASTELLANS</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">RIFT</span> unit within 9"" of this <span class=""kwb"">WARLORD</span>. Until the end of the turn"," that unit is eligible to shoot in a turn in which it <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fell Back</a>.|",,,,,,,,,,
SM|Space Marines|Codex Supplement: Castellans of the Rift|2|Exemplar of the Chapter|This warlord embodies each of the Chapter's ideals; they are a furious fighter in the attack," and nigh impossible to bring down when defending.|<ul><li>Add 1 to the Attacks characteristic of this <span class=""kwb"">WARLORD</span>.</li><li>Each time an attack is made against this <span class=""kwb"">WARLORD</span>", an unmodified wound roll of 1-3 always fails, irrespective of any abilities that the weapon or the attacker may have.</li></ul>|,,,,,,,,,,
SM|Space Marines|Codex Supplement: Castellans of the Rift|3|Tip of the Sword|This warlord never hesitates in taking the fight directly to the enemy," inspiring warriors around them to do the same.|At the end of your <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>"," select one enemy unit within 12"" of and visible to this <span class=""kwb"">WARLORD</span>. Until the end of the turn:<br><ul><li>Each time a friendly <span class=""tooltip01839"" data-tooltip-content=""#tooltip_content01839"" data-tooltip-anchor=""#tooltip_content01839""><span class=""kwb"">CASTELLANS</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">RIFT</span> <span class=""kwb"">CORE</span></span> unit <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">declares a charge</a>", if that enemy unit is one of the targets of that charge," you can re-roll the <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge roll</a>.</li><li>Each time a friendly <span class=""kwb"">CASTELLANS</span> <span class=""kwb2"">OF</span> <span class=""kwb2"">THE</span> <span class=""kwb"">RIFT</span> <span class=""kwb"">CORE</span> model makes a melee attack against that enemy unit", add 1 to the Strength characteristic of that attack.</li></ul>|,,,,,,,,
DRU|Drukhari|Army of Renown: Coteries of the Haemonculi|1|CALCULATING GAZE (AURA)|A Haemonculus always keeps a close eye over their followers. Knowing they will be punished severely for failure," the Haemonculus’ lackeys work and fight all the harder.|While a friendly <span class=""tooltip00784"" data-tooltip-content=""#tooltip_content00784"" data-tooltip-anchor=""#tooltip_content00784""><span class=""kwb2"">&lt;<span class=""kwb3"">H</span>AEMONCULUS</span> <span class=""kwb"">COVEN&gt;</span> <span class=""kwb"">CORE</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>", each time a model in that unit makes an attack," re-roll a <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> of 1.|",,,,,,,,,,
DRU|Drukhari|Army of Renown: Coteries of the Haemonculi|2|SCHEMER SUPREME|Haemonculi meticulously plan their schemes," anticipating every enemy movement.|While this <span class=""kwb"">WARLORD</span> is on the battlefield"," each time your opponent spends a <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">Command point</a> to use a Stratagem you can roll one D6: on a 5+", you gain 1 Command point.|,,,,,,,,,,
DRU|Drukhari|Army of Renown: Coteries of the Haemonculi|3|ARTIST OF DARK ALCHEMY|The Haemonculus is supremely skilled in developing the most effective chemicals, effluents and other foul solutions for their warriors’ weaponry.|Once per turn," after rolling to determine the number of attacks made with a weapon by a friendly <span class=""tooltip00784"" data-tooltip-content=""#tooltip_content00784"" data-tooltip-anchor=""#tooltip_content00784""><span class=""kwb2"">&lt;<span class=""kwb3"">H</span>AEMONCULUS</span> <span class=""kwb"">COVEN&gt;</span> <span class=""kwb"">CORE</span></span> model whose unit is within 6"" of this <span class=""kwb"">WARLORD</span>"," this <span class=""kwb"">WARLORD</span> can use this ability. If it does so", you can re-roll the number of attacks made with that weapon and, until the end of the phase, each time you roll to determine the number of attacks made with a weapon by a model in that unit, you can re-roll the result.|,,,,,,
TS|Thousand Sons|Warlord Traits||MANIPULATOR OF REALITY|Some Thousand Sons sorcerers have learned that sometimes, the shortest distance between two points is not a straight line. This knowledge is a great boon when deploying their troops for battle.|At the start of the first battle round," after any units from your army have performed any <a href=""/wh40k9ed/the-rules/core-rules/#Normal-Move"">Normal Move</a>s as a result of the <a href=""/wh40k9ed/factions/thousand-sons/#Touched-by-Tzeentch"">Touched by Tzeentch</a> ability"," you can select up to three friendly <span class=""tooltip00788"" data-tooltip-content=""#tooltip_content00788"" data-tooltip-anchor=""#tooltip_content00788""><span class=""kwb"">TZAANGOR</span></span> units. Remove those units from the battlefield"," then set them up anywhere on the battlefield that is <a href=""/wh40k9ed/the-rules/core-rules/#Within-and-Wholly-Within"">wholly within</a> your deployment zone. If the mission you are playing uses the <a href=""/wh40k9ed/the-rules/core-rules/#Strategic-Reserves"">Strategic Reserves</a> rules", you can place any of those units into Strategic Reserves instead," without having to spend any additional <a href=""/wh40k9ed/the-rules/core-rules/#Command-Points"">CPs</a>", regardless of how many units are already in Strategic Reserves.|,,,,,,
TYR|Tyranids|Army of Renown: Crusher Stampede|1|Raging Influence (Aura)|When required," this warlord imbues its fellow beasts with a level of savagery that makes them even more dangerous in combat.|While a friendly <span class=""kwb"">CRUSHER</span> <span class=""kwb"">STAMPEDE</span> <span class=""tooltip01942"" data-tooltip-content=""#tooltip_content01942"" data-tooltip-anchor=""#tooltip_content01942""><span class=""kwb"">MONSTER</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>", each time a model in that unit makes a melee attack," an unmodified <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a> of 6 scores 1 additional hit.|",,,,,,,,,,
"TYR|Tyranids|Army of Renown: Crusher Stampede|2|Savage Intimidation (Aura)|This warlord is even more terrifying to behold than other bioforms of its kind.|While an enemy unit is within 3"" of this <span class=""kwb"">WARLORD</span>:<br><ul><li>Each time a model in that unit makes a melee attack"," subtract 1 from that attack’s <a href=""/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll"">hit roll</a>.</li><li>Each time a <a href=""/wh40k9ed/the-rules/core-rules/#Combat-Attrition-Tests"">Combat Attrition test</a> is taken for that unit", subtract 1 from that Combat Attrition test.</li></ul>|,,,,,,,,,,,
TYR|Tyranids|Army of Renown: Crusher Stampede|3|Rampaging Beast|This warlord has reserves of energy that it unleashes in waves of devastating fury.|Once per turn," when this <span class=""kwb"">WARLORD</span> is selected to Fight", it can use this Warlord Trait. If it does so, until the end of the phase," add D3 to this <span class=""kwb"">WARLORD</span>’s Attacks characteristic.|",,,,,,,,,
TAU|T’au Empire|Warlord Traits|1|MASTER OF THE HUNT (AURA)|This warlord is an accomplished tracker of prey through even the most treacherous terrain or most extreme of weather conditions. They can detect camouflaged foes at fifty paces through a blizzard, employing only fieldcraft and instinct," and direct the warriors under their control to strike and slaughter their hapless quarry accordingly.|While a friendly <span class=""tooltip00633"" data-tooltip-content=""#tooltip_content00633"" data-tooltip-anchor=""#tooltip_content00633""><span class=""kwb"">KROOT</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>"," each time a model in that unit makes a ranged attack that targets a unit within 12"""," the target does not receive the <a href=""/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover"">benefits of cover</a> against that attack.|",,,,,,,,,
TAU|T’au Empire|Warlord Traits|2|PACK LEADER (AURA)|Rugged and rough-mannered, this warlord is more at home amongst the rank and file of their followers than attending high-level briefings. In battle they fight fierce and dirty, leading their warriors from front and centre," and urging them into the fray with a carnivore’s ferocious hunger.|While a friendly <span class=""tooltip00633"" data-tooltip-content=""#tooltip_content00633"" data-tooltip-anchor=""#tooltip_content00633""><span class=""kwb"">KROOT</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>"," each time you make a <a href=""/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit"">charge roll</a> for that unit", roll one additional D6 and discard one of the dice.|,,,,,,,,
TAU|T’au Empire|Warlord Traits|3|NOMADIC HUNTER (AURA)|This warlord keeps their warriors always on the move, tracking fresh prey whose bodies may be consumed in order to claim their strength. His followers have become adept at the loping pursuit," snapping off harassing fire even as they tirelessly and mercilessly run their victims to ground.|While a friendly <span class=""tooltip00633"" data-tooltip-content=""#tooltip_content00633"" data-tooltip-anchor=""#tooltip_content00633""><span class=""kwb"">KROOT</span></span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>", each time a model in that unit makes a ranged attack," if that unit did not <a href=""/wh40k9ed/the-rules/core-rules/#Fall-Back"">Fall Back</a> this turn"," it counts as having <a href=""/wh40k9ed/the-rules/core-rules/#Remain-Stationary"">Remained Stationary</a> during its previous <a href=""/wh40k9ed/the-rules/core-rules/#MOVEMENT-PHASE"">Movement phase</a>.|",,,,,,,,
"TAU|T’au Empire|Warlord Traits||STRENGTH OF CONVICTION|This warlord’s dedication to the T’au’va is so great that they will not allow themselves to die with their duty undone.|Each time this <span class=""kwb"">WARLORD</span> would lose a wound", roll one D6: on a 5+, that wound is not lost.|,,,,,,,,,,,
"TAU|T’au Empire|Warlord Traits||STRATEGIC CONQUEROR|This warlord appreciates the strategic value of seizing static battlefield assets amidst the distinctly un-T’au-like grind of urban warfare.|In your <a href=""/wh40k9ed/the-rules/core-rules/#COMMAND-PHASE"">Command phase</a>"," select one friendly <span class=""kwb"">SA’CEA</span> unit within 9"" of this <span class=""kwb"">WARLORD</span>. Until the start of your next Command phase"," that unit gains the <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Secured"">Objective Secured</a> ability. If that unit already has this ability"," models in that unit counts as one additional model when determining control of an <a href=""/wh40k9ed/the-rules/core-rules/#Objective-Markers"">objective marker</a>.|",,,,,,,,,,
"TAU|T’au Empire|Warlord Traits||UNIFYING INFLUENCE|This warlord is held in the highest favour by the alien auxiliaries serving alongside them.|This <span class=""kwb"">WARLORD</span> gains the following abilities:<br><br><span class=""redfont"">Diplomatic Excellence (Aura)</span><b>:</b> While a friendly <span class=""kwb"">DAL’YTH</span> or <span class=""tooltip00751"" data-tooltip-content=""#tooltip_content00751"" data-tooltip-anchor=""#tooltip_content00751""><span class=""kwb"">T’AU</span> <span class=""kwb"">AUXILIARY</span></span> unit (excluding <span class=""tooltip01993"" data-tooltip-content=""#tooltip_content01993"" data-tooltip-anchor=""#tooltip_content01993""><span class=""kwb"">CHARACTER</span></span> units) is within 6"" of this <span class=""kwb"">WARLORD</span>"," add 1 to the Leadership characteristic of models in that unit.<br><br><span class=""redfont"">Integrated Command Structure (Aura)</span><b>:</b> While a friendly <span class=""kwb"">T’AU</span> <span class=""kwb"">AUXILIARY</span> unit is within 6"" of this <span class=""kwb"">WARLORD</span>"," that unit is treated as not having the <span class=""kwb"">T’AU</span> <span class=""kwb"">AUXILIARY</span> keyword for the purpose of the <span class=""tooltip00752"" data-tooltip-content=""#tooltip_content00752""><span class=""tt kwbu"">Markerlights</span></span> rule.|",,,,,,,,,,,
